2024-05-12 12:47:38,572: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 12:47:38,573: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 12:47:38,574: root: INFO: MLTader : Executing the before_market_opens lifecycle method
2024-05-12 12:47:38,575: root: INFO: Current backtesting datetime 2023-12-26 09:30:00-05:00
2024-05-12 12:47:38,575: root: INFO: MLTader : Executing the before_starting_trading lifecycle method
2024-05-12 12:47:38,577: root: INFO: [34mMLTader : Executing the on_trading_iteration lifecycle method at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,577: root: INFO: [34mMLTader : Trading iteration ended at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,578: root: INFO: MLTader : [34mSleeping for 86400 seconds[0m
2024-05-12 12:47:38,579: root: INFO: Current backtesting datetime 2023-12-26 16:00:00-05:00
2024-05-12 12:47:38,579: root: INFO: Current backtesting datetime 2023-12-27 09:30:00-05:00
2024-05-12 12:47:38,580: root: INFO: [34mMLTader : Executing the on_trading_iteration lifecycle method at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,580: root: INFO: [34mMLTader : Trading iteration ended at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,581: root: INFO: MLTader : [34mSleeping for 86400 seconds[0m
2024-05-12 12:47:38,581: root: INFO: Current backtesting datetime 2023-12-27 16:00:00-05:00
2024-05-12 12:47:38,582: root: INFO: Current backtesting datetime 2023-12-28 09:30:00-05:00
2024-05-12 12:47:38,583: root: INFO: [34mMLTader : Executing the on_trading_iteration lifecycle method at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,583: root: INFO: [34mMLTader : Trading iteration ended at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,584: root: INFO: MLTader : [34mSleeping for 86400 seconds[0m
2024-05-12 12:47:38,584: root: INFO: Current backtesting datetime 2023-12-28 16:00:00-05:00
2024-05-12 12:47:38,584: root: INFO: Current backtesting datetime 2023-12-29 09:30:00-05:00
2024-05-12 12:47:38,586: root: INFO: [34mMLTader : Executing the on_trading_iteration lifecycle method at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,586: root: INFO: [34mMLTader : Trading iteration ended at 2024-05-12 12:47:38[0m
2024-05-12 12:47:38,587: root: INFO: MLTader : [34mSleeping for 86400 seconds[0m
2024-05-12 12:47:38,588: root: INFO: Current backtesting datetime 2023-12-29 16:00:00-05:00
2024-05-12 12:47:38,588: root: INFO: Current backtesting datetime 2023-12-30 09:30:00-05:00
2024-05-12 12:47:38,589: root: INFO: [34mMLTader : The market is not currently open, skipping this trading iteration[0m
2024-05-12 12:47:38,590: root: INFO: Current backtesting datetime 2023-12-30 09:29:00-05:00
2024-05-12 12:47:38,592: root: INFO: Current backtesting datetime 2023-12-30 09:29:00-05:00
2024-05-12 12:47:38,592: root: INFO: MLTader : Executing the after_market_closes lifecycle method
2024-05-12 12:47:38,593: root: INFO: Current backtesting datetime 2024-01-02 08:30:00-05:00
2024-05-12 12:47:38,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 12:47:38,595: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 12:47:38,596: root: INFO: MLTader : Executing the before_market_opens lifecycle method
2024-05-12 12:47:38,597: root: INFO: Current backtesting datetime 2024-01-02 09:30:00-05:00
2024-05-12 12:47:38,597: root: INFO: MLTader : Executing the before_starting_trading lifecycle method
2024-05-12 12:47:38,598: root: INFO: Current backtesting datetime 2024-01-02 15:59:00-05:00
2024-05-12 12:47:38,598: root: INFO: MLTader : Executing the before_market_closes lifecycle method
2024-05-12 12:47:38,599: root: INFO: Current backtesting datetime 2024-01-02 16:00:00-05:00
2024-05-12 12:47:38,599: root: INFO: MLTader : Executing the after_market_closes lifecycle method
2024-05-12 12:47:38,599: root: INFO: MLTader : Executing the on_strategy_end lifecycle method
2024-05-12 12:47:38,723: root: INFO: Backtesting finished
2024-05-12 12:47:44,864: backtest_stats: INFO: Backtest took 0:00:07.908384 for a speed of 0.000
