time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-02 09:30:00-05:00,MLTader,3bcbf9d565c3412d8b2eb21a6a2032fb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-02 09:30:00-05:00,MLTader,3bcbf9d565c3412d8b2eb21a6a2032fb,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.5400085449219,155.0,0.0
2020-01-03 09:30:00-05:00,MLTader,02003600f3b3401cb532d0ce6a4d73a2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-03 09:30:00-05:00,MLTader,02003600f3b3401cb532d0ce6a4d73a2,SPY,buy,market,fill,1,gtc,0.0,1,stock,321.1600036621094,78.0,0.0
2020-01-06 09:30:00-05:00,MLTader,0f55697529014b08a49e05a1cc67c654,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-06 09:30:00-05:00,MLTader,0f55697529014b08a49e05a1cc67c654,SPY,buy,market,fill,1,gtc,0.0,1,stock,320.489990234375,39.0,0.0
2020-01-07 09:30:00-05:00,MLTader,4aca09392bf34161864a0dce8faba201,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-07 09:30:00-05:00,MLTader,4aca09392bf34161864a0dce8faba201,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.0199890136719,19.0,0.0
2020-01-08 09:30:00-05:00,MLTader,0a620ed4088447c19ff2a1b7a38138b9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-08 09:30:00-05:00,MLTader,0a620ed4088447c19ff2a1b7a38138b9,SPY,buy,market,fill,1,gtc,0.0,1,stock,322.94000244140625,10.0,0.0
2020-01-09 09:30:00-05:00,MLTader,ff2ba2019136489b876e33f4261ba8e9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-09 09:30:00-05:00,MLTader,ff2ba2019136489b876e33f4261ba8e9,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.1600036621094,4.0,0.0
2020-01-10 09:30:00-05:00,MLTader,e49f02c605a045a6bd1ac74d787191e1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-10 09:30:00-05:00,MLTader,e49f02c605a045a6bd1ac74d787191e1,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.2900085449219,2.0,0.0
2020-01-13 09:30:00-05:00,MLTader,c053c1fe4c5c47d3905232ea09cfa562,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-13 09:30:00-05:00,MLTader,c053c1fe4c5c47d3905232ea09cfa562,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.3900146484375,1.0,0.0
2020-01-14 09:30:00-05:00,MLTader,20d8ae462d324f939776e73bb2611d61,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-14 09:30:00-05:00,MLTader,20d8ae462d324f939776e73bb2611d61,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.4700012207031,1.0,0.0
2020-02-03 09:30:00-05:00,MLTader,098303495b59401da845ba6bcaaca8c7,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,9172a086ce6d4159a15687a4cc4ba6a0,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,e459d4b5a00540418c11be4916246b85,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,d8dc98a292c64f76b85b1794268bde94,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,5af3fb13a94f4d4bb444b2a04e2d956f,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,55c30854d3cc413babe9b7189f278c24,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,20fc2af16e88416a8ec29594b9912e78,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,4cf0efae09264305b6457c75341abff8,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,bbc5eaa2a8c946a1930b97249c6e964e,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,0e61118cefeb4697ba16c976fbe29697,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,90187b64816649aebd6b9891eb4991d3,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,151036240b964550809b4197c5b622bd,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,3e7271a97a67460b8bea7dcb0586ffe2,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,ec3542584e3a4ee38e59b77471280455,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,20894eeb37bd4a96bbe9bd70741ade26,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,d25872e39c504d2e903dfa96910096a5,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,1cf8f392872a489bb45e533613bfce20,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,4fd2faea04284e0bbd10da160ba394cd,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,36231e8beab84479b31beb8cd86b328e,SPY,sell,market,new,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,5778c1db2764490d931cfad931a1456e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,36231e8beab84479b31beb8cd86b328e,SPY,sell,market,fill,1,day,0.0,1,stock,323.3500061035156,309.0,0.0
2020-02-03 09:30:00-05:00,MLTader,5778c1db2764490d931cfad931a1456e,SPY,sell,market,fill,1,gtc,0.0,1,stock,323.3500061035156,0.0,0.0
2020-02-04 09:30:00-05:00,MLTader,d8ca52b9af664a18b2ca89e53412ea40,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-04 09:30:00-05:00,MLTader,d8ca52b9af664a18b2ca89e53412ea40,SPY,buy,market,fill,1,gtc,0.0,1,stock,328.07000732421875,153.0,0.0
2020-02-05 09:30:00-05:00,MLTader,c1093e78df39476f91aa4f86db55f3ed,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-05 09:30:00-05:00,MLTader,c1093e78df39476f91aa4f86db55f3ed,SPY,buy,market,fill,1,gtc,0.0,1,stock,332.2699890136719,75.0,0.0
2020-02-06 09:30:00-05:00,MLTader,915d00c8680649c6a01c70686b73fe41,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-06 09:30:00-05:00,MLTader,915d00c8680649c6a01c70686b73fe41,SPY,buy,market,fill,1,gtc,0.0,1,stock,333.9100036621094,38.0,0.0
2020-02-07 09:30:00-05:00,MLTader,3e353896343340b9ba8d449028736f91,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-07 09:30:00-05:00,MLTader,3e353896343340b9ba8d449028736f91,SPY,buy,market,fill,1,gtc,0.0,1,stock,332.82000732421875,19.0,0.0
2020-02-10 09:30:00-05:00,MLTader,1238d9d9dc604ad0b05b0fc1b0a1a28d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-10 09:30:00-05:00,MLTader,1238d9d9dc604ad0b05b0fc1b0a1a28d,SPY,buy,market,fill,1,gtc,0.0,1,stock,331.2300109863281,9.0,0.0
2020-02-11 09:30:00-05:00,MLTader,3e54d976c8b340f6998dcac6a3a16c00,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-11 09:30:00-05:00,MLTader,3e54d976c8b340f6998dcac6a3a16c00,SPY,buy,market,fill,1,gtc,0.0,1,stock,336.1600036621094,5.0,0.0
2020-02-12 09:30:00-05:00,MLTader,b8e76117249f4e5d9fd323275004ef71,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-12 09:30:00-05:00,MLTader,b8e76117249f4e5d9fd323275004ef71,SPY,buy,market,fill,1,gtc,0.0,1,stock,336.8299865722656,2.0,0.0
2020-02-13 09:30:00-05:00,MLTader,68086758d6924478bf4a3492c3623ac2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-13 09:30:00-05:00,MLTader,68086758d6924478bf4a3492c3623ac2,SPY,buy,market,fill,1,gtc,0.0,1,stock,335.8599853515625,1.0,0.0
2020-02-14 09:30:00-05:00,MLTader,ea0eef2d7acd4372800054f42804a7ac,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-14 09:30:00-05:00,MLTader,ea0eef2d7acd4372800054f42804a7ac,SPY,buy,market,fill,1,gtc,0.0,1,stock,337.510009765625,1.0,0.0
2020-02-25 09:30:00-05:00,MLTader,1429d355f9d24acbbde9477ac365a074,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,83bc43b49be241a68c315002d409a03d,SPY,sell,stop,fill,1,day,0.0,1,stock,315.65648956298827,75.0,0.0
2020-02-25 09:30:00-05:00,MLTader,ed2858c4edd74e05bf547e783f5beb7b,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,46d80c289e7e4bb78032cc209375ab0f,SPY,sell,stop,fill,1,day,0.0,1,stock,317.2145034790039,38.0,0.0
2020-02-25 09:30:00-05:00,MLTader,cfeaa8828516464a89df5b412cf94ecc,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,ba5015f8af3e4680ad2b685f3576ef27,SPY,sell,stop,fill,1,day,0.0,1,stock,316.1790069580078,19.0,0.0
2020-02-25 09:30:00-05:00,MLTader,aa9b4c895b4f4d6186d8e7e40b5c62bf,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,4741705b6db74ffc80d3334f21086406,SPY,sell,stop,fill,1,day,0.0,1,stock,314.6685104370117,9.0,0.0
2020-02-25 09:30:00-05:00,MLTader,f90700492e314920a9c9c36f615069f3,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,7fcda4e763ac4fd8ba37b38b79ce4911,SPY,sell,stop,fill,1,day,0.0,1,stock,319.3520034790039,5.0,0.0
2020-02-25 09:30:00-05:00,MLTader,323bc9b92a8e4487842da0e2b09a9c93,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,487dc60132f949bab4e73214c16f23b8,SPY,sell,stop,fill,1,day,0.0,1,stock,319.98848724365234,2.0,0.0
2020-02-25 09:30:00-05:00,MLTader,11f3fced7ac9482aa70c9f803bcc35c2,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,648f3748e5614e2693c23a701d1f367e,SPY,sell,stop,fill,1,day,0.0,1,stock,319.0669860839844,1.0,0.0
2020-02-25 09:30:00-05:00,MLTader,0bb2f009e70d4915be4015e1eda0cfe8,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,MLTader,7b3c1b6f78374cddb1ef88a7fe799fd5,SPY,sell,stop,fill,1,day,0.0,1,stock,320.63450927734374,1.0,0.0
2020-02-26 09:30:00-05:00,MLTader,ce9796beb98a429790c59f3fac50a134,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,MLTader,bd546df71c17482ebd042e98bf77ad62,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,MLTader,fa20eaf0f6bf447c8af63fd9035a1bc4,SPY,sell,stop,fill,1,day,0.0,1,stock,311.6665069580078,153.0,0.0
2020-02-26 09:30:00-05:00,MLTader,ce9796beb98a429790c59f3fac50a134,SPY,buy,market,fill,1,gtc,0.0,1,stock,314.17999267578125,76.0,0.0
2020-02-27 09:30:00-05:00,MLTader,4c7ca0b77bcc4d8ab3a7c2cef92467da,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,MLTader,7dca33f85f0c4b8981b950fee9ea34a1,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,MLTader,8350fb7ae197488bbb69784f80ebc6d3,SPY,sell,stop,fill,1,day,0.0,1,stock,298.4709930419922,76.0,0.0
2020-02-27 09:30:00-05:00,MLTader,4c7ca0b77bcc4d8ab3a7c2cef92467da,SPY,buy,market,fill,1,gtc,0.0,1,stock,305.4599914550781,117.0,0.0
2020-02-28 09:30:00-05:00,MLTader,a15d86980cea420497a3f6b7e153f691,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
