2024-05-12 13:38:43,055: root: INFO: MLTader : Executing the initialize lifecycle method
2024-05-12 13:38:44,370: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-05-12 13:38:44,371: root: INFO: MLTader : Executing the before_market_opens lifecycle method
2024-05-12 13:38:44,374: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-05-12 13:38:44,374: root: INFO: MLTader : Executing the before_starting_trading lifecycle method
2024-05-12 13:38:44,375: root: INFO: [34mMLTader : Executing the on_trading_iteration lifecycle method at 2024-05-12 13:38:44[0m
2024-05-12 13:38:44,375: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:44,388: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,466: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-05-12 13:38:47,481: root: INFO: [34mMLTader : Trading iteration ended at 2024-05-12 13:38:47[0m
2024-05-12 13:38:47,481: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,481: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,482: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,483: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-12 13:38:47,483: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-12 13:38:47,483: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-05-12 13:38:47,483: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-05-12 13:38:47,492: root: INFO: MLTader : [34mSleeping for 86400 seconds[0m
2024-05-12 13:38:47,495: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-05-12 13:38:47,495: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-05-12 13:38:47,498: root: INFO: [34mMLTader : The market is not currently open, skipping this trading iteration[0m
2024-05-12 13:38:47,498: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,498: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,499: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,499: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,500: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,500: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,502: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,502: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,503: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,503: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,503: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,506: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,508: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-12 13:38:47,509: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,509: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,510: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,510: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,511: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,511: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,513: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-12 13:38:47,513: root: INFO: MLTader : Executing the after_market_closes lifecycle method
2024-05-12 13:38:47,514: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,514: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,515: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,515: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-12 13:38:47,515: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,517: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,518: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-05-12 13:38:47,519: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,520: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-12 13:38:47,522: root: INFO: MLTader : Executing the before_market_opens lifecycle method
2024-05-12 13:38:47,522: root: INFO: Getting historical prices for SPY, 1 bars, 
