time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-02 09:30:00-05:00,MLTader,daf28189a8a54e519daecfee25da2203,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-02 09:30:00-05:00,MLTader,daf28189a8a54e519daecfee25da2203,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.5400085449219,155.0,0.0
2020-01-03 09:30:00-05:00,MLTader,a7b6f17862fa45b3bdacb73dc6f64e84,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-03 09:30:00-05:00,MLTader,a7b6f17862fa45b3bdacb73dc6f64e84,SPY,buy,market,fill,1,gtc,0.0,1,stock,321.1600036621094,78.0,0.0
2020-01-06 09:30:00-05:00,MLTader,b9d8ab7c6fe04462801528fb8ddb2727,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-06 09:30:00-05:00,MLTader,b9d8ab7c6fe04462801528fb8ddb2727,SPY,buy,market,fill,1,gtc,0.0,1,stock,320.489990234375,39.0,0.0
2020-01-07 09:30:00-05:00,MLTader,2e84fbdf9e854d10990b7b34df9b60e6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-07 09:30:00-05:00,MLTader,2e84fbdf9e854d10990b7b34df9b60e6,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.0199890136719,19.0,0.0
2020-01-08 09:30:00-05:00,MLTader,855f1fb829424c8eb0d94a04f515bcb7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-08 09:30:00-05:00,MLTader,855f1fb829424c8eb0d94a04f515bcb7,SPY,buy,market,fill,1,gtc,0.0,1,stock,322.94000244140625,10.0,0.0
2020-01-09 09:30:00-05:00,MLTader,c4594fd2bb57428ea5bea5b708c5e921,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-09 09:30:00-05:00,MLTader,c4594fd2bb57428ea5bea5b708c5e921,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.1600036621094,4.0,0.0
2020-01-10 09:30:00-05:00,MLTader,19513b2260364b858b3c0dd3b485ec00,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-10 09:30:00-05:00,MLTader,19513b2260364b858b3c0dd3b485ec00,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.2900085449219,2.0,0.0
2020-01-13 09:30:00-05:00,MLTader,1bffa745e1004dd9ad69b82db53516f0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-13 09:30:00-05:00,MLTader,1bffa745e1004dd9ad69b82db53516f0,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.3900146484375,1.0,0.0
2020-01-14 09:30:00-05:00,MLTader,5bb31f2f3f824a2dae159cca322b58f4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-14 09:30:00-05:00,MLTader,5bb31f2f3f824a2dae159cca322b58f4,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.4700012207031,1.0,0.0
2020-02-03 09:30:00-05:00,MLTader,cd7ff84d6e2441c8a88decde65cafd0e,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 09:30:00-05:00,MLTader,3a1942e8cc804aa682aca432f724c461,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
